(8:1.8374,((1:0.7877,6:0.8595):0.6610,(2:0.5855,(4:1.3859,7:1.1496):0.9233):1.0656):1.0167,(3:0.8454,5:0.8711):1.0112);
(4:0.7960,((1:0.5769,5:1.2840):1.1560,(2:2.0264,6:1.3940):0.6412):0.9070,(7:0.7899,(3:1.4795,8:0.6104):0.7614):0.5772);
((4:0.8606,(1:0.6214,3:0.6469):0.7922):1.9645,(2:1.0367,(6:2.7228,7:0.8521):0.5797):0.8860,(5:0.6157,8:0.7997):0.6217);
(8:1.2418,(4:1.0274,(5:1.7042,(1:0.7663,2:0.7195):0.7319):0.6766):1.4179,(3:0.8429,(6:1.4119,7:0.8393):0.8624):0.7580);
(8:0.6223,((1:0.6590,2:1.0503):0.8839,(4:1.0046,6:1.1736):1.6005):0.6944,(7:0.8425,(3:0.6011,5:0.6198):2.1662):1.0818);
(7:0.7195,((1:1.8905,3:0.7498):0.9727,(6:0.9528,(2:0.5129,4:1.8086):0.8685):0.6379):0.5939,(5:1.3240,8:1.2758):0.6931);
(8:0.8137,((1:0.6361,(2:1.0383,4:1.0336):2.1180):1.1924,(6:0.8408,7:0.9585):0.6584):1.3318,(3:0.7877,5:0.9475):0.6430);
((4:0.6676,(1:1.9762,(2:1.1326,5:0.6766):1.9550):0.5106):0.7454,(6:1.2708,7:0.7861):1.5849,(3:0.4410,8:0.7968):0.4565);
(8:1.1315,(3:1.0676,(1:0.7507,(2:0.9394,4:1.1567):0.8352):0.7084):1.0501,(5:1.2913,(6:1.8238,7:0.8472):0.6990):0.6991);
((2:1.1753,(1:1.1022,6:0.8138):0.6178):0.6210,(3:0.9039,(4:1.1702,7:0.7638):1.6808):1.1228,(5:0.9756,8:1.2256):0.8271);
(2:0.9003,((1:1.0153,7:0.8674):0.7720,(4:0.7366,(3:1.1716,5:0.8868):0.6657):1.1174):1.7607,(6:0.7747,8:1.3720):0.9594);
((1:1.1983,(2:0.6256,7:0.7197):0.6450):1.7514,(3:0.9253,(4:0.8633,6:0.8905):0.9230):1.6927,(5:0.5993,8:0.7216):1.4444);
((6:0.9754,(1:0.8608,(5:0.8470,7:1.0320):1.2530):1.1279):0.6697,(3:0.8248,4:0.9736):0.7297,(2:1.3580,8:1.2291):1.1191);
(7:1.0361,((2:1.4796,(1:0.9709,8:1.1969):0.8279):0.6929,(4:1.2821,5:1.0723):0.9302):0.7508,(3:0.8006,6:1.1327):0.8271);
(4:2.0449,(5:0.4778,(3:0.7088,(1:1.3808,7:0.5086):0.4647):1.1386):0.9502,(8:0.5310,(2:0.6214,6:1.4855):0.6611):2.0267);
(3:1.2479,(6:0.8410,(1:0.5455,(5:0.6636,7:0.8249):1.3033):0.9758):0.7969,(2:0.7865,(4:1.5065,8:0.6182):1.1891):1.7007);
((1:0.8642,(4:1.0849,6:0.5833):0.7530):0.5150,(5:0.7518,(2:2.1213,3:0.6621):0.8015):0.6678,(7:1.0711,8:0.6822):2.4419);
((3:0.8078,(1:0.8290,4:1.2530):0.7066):1.1216,(7:1.1254,(2:1.3312,5:1.0941):0.7251):1.0534,(6:1.3037,8:0.7384):0.9106);
(2:0.9316,(7:1.4993,(4:0.9819,5:0.6600):0.6999):1.4426,(1:1.2839,(6:0.7517,(3:0.8738,8:0.9048):0.8445):0.9562):1.1699);
(7:0.8668,((1:1.6155,6:0.9301):1.0165,(5:1.6400,(3:0.8125,4:0.7823):0.9615):0.8270):1.1820,(2:0.6991,8:0.9494):0.7173);
(8:1.0382,(3:0.6591,(1:0.8928,(2:1.2714,7:1.5343):0.7058):1.1770):1.1503,(4:1.0346,(5:1.0758,6:0.6659):0.7147):1.0802);
(4:0.6844,(3:0.8367,(2:0.6665,6:1.3974):1.0779):1.0075,(8:1.9044,(1:0.9829,(5:0.6574,7:1.0383):1.1076):0.9276):0.7114);
(5:1.1659,(7:0.9641,(4:1.4387,6:1.0571):1.5653):0.6879,(2:1.0676,(1:0.9162,(3:0.7404,8:0.9826):0.6847):0.9424):0.7872);
(7:0.9739,(6:1.3570,(1:0.7437,(2:0.7810,4:0.9015):0.8746):1.1005):1.1764,(5:0.6421,(3:1.7388,8:0.9696):0.6743):1.0666);
(2:1.3256,(6:0.6895,(5:0.8402,7:1.4686):1.1301):1.1597,(1:1.0494,(4:0.6823,(3:0.8478,8:0.8645):0.9828):0.6430):1.3166);
(4:0.9039,(6:0.7284,(3:1.1887,5:1.2221):0.7871):0.9948,(1:1.0550,(7:1.3138,(2:1.0253,8:1.1723):0.7665):1.0411):0.8011);
(4:1.3477,(1:1.1619,(2:1.0731,(5:0.5852,6:1.6188):0.6258):0.5602):0.6370,(3:1.1535,(7:0.5409,8:1.0900):0.6420):1.9639);
((1:0.5075,(2:2.3379,5:1.7661):0.5537):1.1757,(7:0.4771,(3:1.0282,4:1.1424):0.4812):1.0568,(6:0.9997,8:0.6411):0.8326);
(8:1.0061,(5:0.9604,(4:2.0554,(1:0.7581,3:0.8208):1.3898):1.0607):0.6351,(6:0.7589,(2:1.3375,7:0.6045):0.7758):0.8369);
(5:0.6212,((1:0.7439,3:1.5322):0.6332,(2:0.7279,(4:0.6886,7:0.8688):1.2561):0.6126):0.9082,(6:1.0302,8:1.8170):1.5603);
(2:0.6331,(3:0.9312,(6:0.8471,(1:0.5645,5:0.5945):0.9905):2.2432):1.7835,(8:0.5501,(4:0.7715,7:0.6934):1.3763):1.0211);
(8:1.7082,((2:1.0811,(1:0.6056,5:1.0940):0.5954):0.8190,(3:0.9283,7:0.6215):0.5941):0.5274,(4:0.7488,6:2.2765):1.4000);
((2:0.9789,(4:0.7129,(1:0.6566,7:0.8067):0.6020):1.0056):0.8750,(3:0.6009,5:0.9275):1.7681,(6:2.3486,8:0.6164):1.1007);
(8:0.8510,((1:0.9381,3:1.1705):0.8713,(2:0.9166,7:0.6454):1.5881):0.9599,(4:0.7916,(5:0.7641,6:1.0343):1.1845):1.2847);
(8:0.8085,((1:0.7347,6:0.9271):1.0203,(3:0.8584,7:0.8887):0.9729):1.5609,(2:1.0311,(4:1.3007,5:0.9273):0.9372):1.0323);
(6:1.3565,(2:1.0836,(3:0.9856,7:0.6298):0.4482):0.8039,((1:0.6913,5:1.0343):0.6384,(4:0.5496,8:2.7564):1.5621):0.4605);
(5:0.8984,(6:1.4991,(4:1.4120,7:0.7947):1.1087):0.6501,((1:0.8844,2:0.7644):1.5621,(3:0.6620,8:0.7159):1.2331):0.8150);
(4:0.5368,(6:0.5100,(5:1.3608,7:0.4787):0.4391):0.6162,(1:1.4508,(8:1.5883,(2:1.7562,3:1.1447):0.9338):0.6580):1.5267);
(7:0.9859,((3:0.7760,(1:0.8942,8:2.0834):0.8608):1.0553,(4:0.8952,6:0.7348):0.9484):0.5953,(2:1.5666,5:1.0108):0.5932);
(8:1.9034,(4:0.7651,(1:1.9661,(2:0.6537,5:0.8655):0.5728):0.6417):0.6490,(6:0.6889,(3:1.5212,7:0.9016):0.6715):1.1996);
(5:1.3959,(3:0.9525,(6:0.9882,7:1.1462):0.6690):0.7170,(1:1.0307,(8:0.8396,(2:1.3197,4:1.1986):0.7732):0.7989):1.1707);
(2:1.0773,(4:1.2004,(5:1.2384,(1:1.6982,6:0.6471):1.6892):0.4940):1.3859,(3:0.8005,(7:0.6302,8:0.4929):1.1383):0.5074);
((3:0.8772,5:0.6180):0.6372,(4:0.8388,6:2.3589):1.3762,(1:0.6333,(8:0.6833,(2:0.6221,7:0.5887):0.6487):0.8310):2.2865);
(8:1.7216,(6:0.8084,(3:0.7108,(1:1.0869,5:0.6758):1.3878):0.6673):0.6201,(2:1.3074,(4:0.7822,7:0.6529):0.6016):1.9772);
(8:0.7707,((1:0.8893,3:1.2623):0.8130,(6:0.8517,(2:1.1946,7:0.9803):0.8407):1.0618):0.8807,(4:0.8631,5:1.5475):1.0442);
(8:1.0026,(5:0.7544,(6:0.5477,(1:1.1273,3:2.0057):1.1507):1.5601):0.5281,(2:2.1047,(4:0.4356,7:0.5441):0.4619):0.7770);
((2:0.6355,4:0.4827):0.8228,(3:0.7846,7:0.9232):0.6886,(8:1.4924,(1:1.0827,(5:1.5541,6:0.9482):1.3391):0.7957):1.4503);
(8:0.6425,((1:0.6086,6:0.6821):1.8670,(5:0.6315,(2:1.0698,4:1.0634):1.2179):1.0385):1.6092,(3:0.5768,7:0.9441):1.0486);
(3:0.7861,((4:1.1659,7:0.8492):1.1429,(8:0.5922,(1:1.4910,2:0.8848):0.9151):1.4638):0.5957,(5:0.7823,6:1.5384):0.7926);
(2:0.5292,((1:2.0864,(3:1.1955,4:1.0639):0.5438):1.1110,(5:1.5708,7:0.9413):0.5800):0.4946,(6:0.7436,8:0.5640):1.5759);
(3:1.0252,(4:0.4851,(1:0.5339,(2:1.8591,7:1.4557):0.6296):1.8578):1.1946,(6:0.9584,(5:0.4878,8:0.5680):1.3352):0.6095);
((3:0.6170,(2:1.2976,4:0.6266):0.8983):1.0393,(5:1.0333,6:1.1032):2.3488,(8:0.7483,(1:0.7963,7:0.6694):1.1356):0.6865);
((5:1.0357,(1:0.6155,(2:0.8572,3:1.4566):1.0928):0.5736):1.6406,(4:0.5925,7:1.7971):0.7009,(6:1.0006,8:0.8205):0.8166);
((1:0.8191,(2:1.4098,(3:0.6496,6:0.7817):0.6567):0.5606):1.1614,(4:1.9181,5:0.6659):0.7073,(7:1.3233,8:1.4606):0.8860);
(4:1.0138,((1:1.7229,6:0.7661):0.6766,(2:0.9719,(3:0.8895,7:1.0357):0.8879):1.5930):0.6732,(5:0.7983,8:0.9333):1.0378);
((1:1.1172,(2:1.6360,7:0.7578):0.8321):0.8595,(3:0.6761,(4:0.7915,5:0.6514):1.0109):0.8756,(6:1.3821,8:0.8790):1.5310);
(6:1.3685,(4:0.6443,(5:0.5190,(1:1.3340,8:1.3481):0.7035):1.4239):0.5968,(3:0.7544,(2:1.2947,7:0.8517):1.2403):0.9207);
(3:0.9449,(2:0.5483,(6:0.5326,(1:1.1733,8:0.8953):1.0951):2.2721):1.0217,(5:0.6727,(4:0.7494,7:0.7214):1.3751):0.9983);
(4:1.5079,(2:0.6902,(5:0.6143,7:0.9250):1.0965):0.5815,(1:0.8279,(8:1.1913,(3:0.6563,6:0.8107):1.7422):1.5251):0.8310);
(2:0.7992,(6:0.8966,(8:1.1458,(1:3.2537,4:0.5340):0.5318):0.9891):0.5596,(3:0.4690,(5:0.5403,7:2.1684):0.4475):0.6651);
(((5:0.5937,6:0.8118):1.1550,(1:0.8641,8:1.1314):1.5494):0.9220,(2:1.1800,4:1.2053):1.1254,(3:0.8718,7:0.5718):1.0184);
(2:1.6416,(3:0.8053,(4:0.6295,7:0.6704):0.6442):1.1171,(8:0.6169,(5:1.3129,(1:0.9538,6:1.0734):1.2730):1.5337):0.7281);
((2:0.7132,(1:1.8201,4:1.3278):1.0834):1.1478,(6:1.3246,(3:0.9209,5:0.9130):0.5984):0.9396,(7:0.7128,8:0.5564):0.9421);
(6:1.9959,(7:1.1549,(2:0.6661,(1:1.2606,8:0.6227):0.6227):1.0032):0.8940,(4:0.9540,(3:0.7842,5:0.8037):0.7235):1.5145);
(6:0.9507,(4:0.6905,(1:0.7261,(3:0.9055,7:0.8574):1.8069):1.2049):0.9349,(5:1.0958,(2:0.8099,8:0.9400):0.6695):1.4079);
(2:0.6804,((1:0.6342,(3:0.9308,4:1.1583):0.8057):0.9900,(6:0.8687,7:0.8014):1.4144):1.8907,(5:0.7211,8:0.8944):1.2098);
(2:0.6911,(3:0.9451,(6:0.8531,7:1.0807):1.9110):0.6597,(8:0.9990,(1:0.9701,(4:1.1163,5:0.8229):0.9582):1.1213):0.8715);
(3:0.6305,(5:1.7467,(2:0.6901,6:0.6482):1.0169):0.7008,(8:0.5921,(1:0.5036,(4:1.4399,7:0.5493):0.9264):0.7030):2.8526);
((3:1.0156,(1:0.7604,(4:0.8899,6:0.6725):0.8608):0.8861):0.9278,(2:0.7347,5:0.9415):0.7844,(7:1.0637,8:0.9284):2.5342);
((2:0.5789,(8:0.5933,(1:0.9573,3:1.0039):0.7661):0.6171):0.6926,(6:0.8791,7:0.8271):0.6504,(4:4.0511,5:0.6533):0.7298);
(8:0.8723,((1:0.8358,6:1.3034):0.8608,(2:0.9008,3:0.7846):0.5888):1.1664,(5:0.6355,(4:0.8651,7:1.3048):0.7167):2.1650);
(7:0.5839,(6:0.6870,(5:1.3079,(1:0.9596,8:1.1879):2.6247):0.8179):0.4782,(3:0.9016,(2:0.5894,4:0.9230):1.0003):0.9386);
(6:1.6905,(3:0.8816,(2:1.0579,7:0.6634):1.2215):0.7986,(8:0.9879,(1:0.7168,(4:0.8038,5:1.3109):1.1745):0.7131):0.9793);
(4:0.8482,(2:1.2042,(1:0.6727,(5:0.7392,8:1.0453):1.1370):0.6931):1.1026,(7:0.9379,(3:0.7876,6:0.9858):1.5794):1.2668);
(8:0.9066,((7:0.9574,(1:1.1814,3:0.8200):0.7831):1.4021,(4:1.0061,5:0.8107):0.9232):0.8575,(2:0.8585,6:1.4934):1.0001);
(8:1.2839,(7:1.7697,(1:0.9023,(2:1.5574,6:0.4746):0.5109):0.6508):1.0306,(5:1.6817,(3:0.5002,4:0.5318):0.8274):1.2787);
(6:1.1743,(1:0.9611,(2:0.9172,(5:0.9044,7:0.7136):0.8403):1.1159):0.6810,(4:0.7346,(3:1.7040,8:1.6282):0.9017):0.7237);
((2:1.2736,(3:0.7423,(1:0.7647,7:0.9378):1.0448):1.3542):0.7271,(5:0.6829,6:1.0300):0.7779,(4:1.7834,8:1.0398):0.8416);
(6:1.1710,(5:0.8445,(3:0.7838,(1:0.9829,7:0.6493):0.7710):2.3198):0.9430,(8:0.9279,(2:0.8007,4:1.0830):0.7776):0.9454);
(6:0.6591,(2:1.9808,(8:0.7061,(1:0.6245,7:0.9333):0.5882):0.6274):1.0190,(4:0.6266,(3:1.6005,5:0.6842):1.7017):1.2487);
(7:1.3691,(3:1.6053,(4:1.1438,(1:0.9653,5:0.9068):0.6250):1.5166):0.6876,(2:1.3188,(6:0.7469,8:0.8188):0.6754):0.6206);
(7:0.6894,(5:0.9173,(2:0.9066,(1:1.2447,6:0.7230):1.0673):1.1677):1.0931,(4:1.0737,(3:1.8668,8:0.6941):0.6780):0.8781);
(3:0.6571,(6:0.6016,(7:0.8061,(1:0.9504,5:0.9740):0.6558):0.8822):0.9120,(4:2.1394,(2:1.4917,8:1.3895):0.9250):0.6151);
((1:0.9556,(4:0.9552,5:0.5936):1.2597):0.7519,(7:1.4880,(2:1.3637,3:1.6190):0.6427):0.7340,(6:1.1235,8:0.6681):0.8450);
((6:1.0268,(1:0.6461,(4:0.9716,8:0.7882):1.2682):0.7274):0.7251,(2:1.7452,5:0.8591):0.5809,(3:0.9142,7:0.5586):2.1885);
(8:0.8745,((2:0.9478,(1:0.5186,3:1.0311):0.9404):1.0334,(4:1.3246,7:0.8978):0.6397):1.4355,(5:1.1133,6:1.7056):0.5378);
(8:0.6998,(1:0.6577,(2:0.8256,(5:1.0536,6:0.8374):1.0635):0.6968):1.0172,(4:1.3839,(3:0.7482,7:1.1416):0.7874):2.0874);
(8:1.2728,((2:0.9918,(1:1.6480,5:0.9197):0.8921):0.8989,(4:1.2683,7:0.6740):0.6322):1.2936,(3:0.9436,6:0.6340):0.9310);
(7:1.4931,((2:0.5921,(1:0.6136,5:0.8764):0.7064):0.7033,(4:0.5976,6:1.1517):0.8611):1.3165,(3:1.1175,8:1.2016):1.7691);
(3:1.0231,(5:0.8197,(1:2.0460,(2:2.1478,4:0.9355):0.5705):0.5735):0.6662,(7:0.7023,(6:0.6139,8:0.5659):1.5713):0.7644);
(6:1.1605,((1:1.7704,5:1.7362):0.9644,(2:0.6773,4:0.9276):0.8421):1.0301,(3:0.9856,(7:0.6464,8:0.8933):0.7212):0.6449);
(6:1.6977,((3:0.5955,4:2.0117):1.0400,(8:2.1078,(1:0.6191,7:0.5993):0.7894):0.5000):1.2486,(2:0.7713,5:0.5436):0.4760);
(6:1.3989,((4:0.7132,(1:2.8163,8:0.7043):0.4794):1.0069,(3:0.4600,5:0.5353):0.7616):0.5744,(2:0.5379,7:0.9701):2.0418);
(6:0.9466,(7:1.6653,(2:0.7972,3:0.7800):0.7296):1.1843,(1:0.7405,(4:0.9927,(5:0.7288,8:1.5177):1.0026):0.8261):1.0885);
(8:0.7027,(5:0.8076,(6:0.7718,(1:1.2375,4:0.7365):0.6711):2.0660):0.5790,(2:2.2611,(3:0.9159,7:0.6485):0.6514):0.9509);
((7:0.8780,(1:0.7999,5:1.2668):1.4298):1.2091,(4:0.7060,(3:1.0661,6:1.0677):0.8680):1.3473,(2:0.7103,8:0.7222):0.9289);
(3:1.4416,(4:0.6431,(2:0.6018,6:0.6646):0.6960):1.8252,(8:0.6136,(5:0.8552,(1:0.6524,7:1.3566):1.8167):1.0008):0.8323);
((3:1.6461,6:0.7711):0.6027,(5:0.7096,7:2.5394):0.8876,(1:1.6056,(2:0.5407,(4:0.7958,8:1.2454):0.5787):0.5347):0.5427);
(6:1.0990,(2:0.9804,(1:1.1611,(3:1.4899,7:1.5068):0.8308):1.1081):0.6058,(5:0.7842,(4:0.5873,8:0.9518):0.9006):0.9942);
(8:1.4983,(5:1.5512,(1:0.9097,(6:0.6263,7:0.6877):0.6989):0.9438):1.0100,(2:0.8176,(3:0.6883,4:1.4350):0.8498):1.2834);
(3:0.7145,(1:1.4646,(6:0.6690,(4:1.4668,5:0.6035):0.6510):1.3138):0.6872,(7:0.9946,(2:0.8936,8:0.8524):0.9458):1.7432);
((6:0.7188,(2:0.8347,(1:1.4060,8:1.1682):0.6313):0.6962):1.6046,(5:1.1295,7:1.2035):1.3395,(3:0.8318,4:0.7048):0.7309);
(2:1.3401,((1:0.5491,(4:0.8183,6:1.4177):1.7839):0.9620,(3:1.6855,7:1.0317):1.0377):0.4847,(5:0.6779,8:0.6674):0.5440);
(6:0.6705,(7:1.4532,(1:1.2196,(5:0.5582,8:0.5054):0.6755):1.2655):1.4135,(2:0.8065,(3:1.0802,4:0.5887):1.9649):0.7983);
(4:1.3409,((2:1.2895,(1:0.8855,6:0.7389):0.8964):1.0603,(3:0.9396,5:1.1404):0.7310):0.8365,(7:0.8809,8:1.3432):0.9168);
(((1:0.6435,7:1.6350):0.9093,(4:0.5625,6:0.8344):0.8409):1.5582,(2:1.0022,5:1.7042):0.7631,(3:1.3652,8:0.6246):0.5569);
((2:0.7828,(4:0.8869,(1:1.0598,6:1.1476):0.7333):1.1607):0.7171,(5:1.5265,7:1.2503):0.8506,(3:0.8209,8:1.0899):0.9736);
(4:0.7229,(2:0.9870,(5:0.6480,(1:2.4098,8:0.6172):0.6704):0.6494):0.7515,(6:0.6647,(3:0.8508,7:0.6580):0.9951):2.3752);
(((3:1.2467,4:1.1956):0.7524,(1:0.6172,8:0.6044):1.0383):0.6435,(5:1.2741,6:1.1520):1.4235,(2:0.7435,7:1.6726):0.6362);
(3:0.6577,((7:1.1873,(1:1.2042,5:1.2953):0.9398):0.6023,(2:0.8482,4:1.6028):1.1881):1.0314,(6:0.8279,8:0.8260):0.7890);
(7:1.7059,((2:0.5831,3:1.1562):1.0887,(1:1.2420,8:0.5798):0.7511):1.4005,(6:0.6974,(4:0.8559,5:0.6353):1.1071):1.1970);
(5:0.5136,(4:1.0252,(8:0.5033,(1:1.1416,7:1.6491):0.9834):0.6522):1.4079,(3:1.4553,(2:1.7653,6:0.6867):0.6589):0.5575);
((4:0.6460,5:0.6827):0.6816,(3:1.4562,6:1.5032):1.0555,(1:1.0215,(2:1.2579,(7:0.9924,8:0.7868):0.9524):0.8772):1.0867);
(2:0.7505,(4:0.8909,(6:0.7111,(1:0.9294,7:1.0785):1.7802):0.9690):0.9147,(8:1.4395,(3:1.2906,5:0.8319):0.7581):0.6556);
(5:0.6677,((1:1.4274,7:1.5176):1.4923,(4:0.7523,6:0.6923):0.5145):1.3724,(2:0.6473,(3:0.5722,8:0.7294):0.9391):1.6754);
(3:0.8345,(5:0.5924,(2:0.8243,6:0.6677):0.6979):1.2528,(8:1.9530,(1:0.7533,(4:2.1025,7:0.5427):0.7424):0.5231):1.5135);
(5:1.0363,((1:0.8429,4:0.6706):0.8710,(6:0.6734,7:0.6704):0.8672):1.1754,(8:1.8312,(2:0.6350,3:1.1085):0.7084):1.9096);
(2:0.9353,(4:0.8110,(3:1.4794,5:1.1929):1.2629):0.9036,(1:1.2326,(7:0.7833,(6:0.9831,8:0.8246):1.0403):0.8190):0.7318);
(4:1.6644,((2:0.5186,5:0.5587):0.7323,(1:0.6219,(6:1.1904,8:1.0819):0.9927):1.1387):0.5864,(3:2.0796,7:0.8261):1.0085);
(5:0.7261,(3:0.8111,(4:0.6292,7:1.1536):1.0714):1.0113,((1:0.6684,6:1.0287):0.9747,(2:1.0058,8:0.8178):0.9101):2.1918);
((2:1.2549,(1:0.5383,(6:1.4830,8:1.0898):1.1657):0.8722):0.5620,(3:0.8104,4:1.3829):0.9654,(5:1.1479,7:0.8887):0.8388);
(4:0.8523,(6:0.8137,(5:0.9908,7:1.5136):0.6524):0.6312,(8:1.1815,(2:0.7337,(1:1.5580,3:0.8331):1.7562):0.8093):0.6741);
(2:1.2410,((6:1.2459,(1:1.8083,5:0.9009):0.5999):0.8618,(3:0.6404,7:0.6353):1.2515):1.2763,(4:1.0531,8:0.5479):0.9377);
(7:0.6157,((2:1.4533,5:0.5797):0.8580,(1:1.0926,(6:1.4240,8:0.5074):0.7852):1.7502):0.6977,(3:1.5848,4:0.5773):1.0743);
(5:0.6528,(2:1.6100,(3:0.8274,4:0.5543):1.2707):0.6259,(1:2.1245,(8:0.5838,(6:0.5366,7:1.5874):0.7313):1.1608):0.7344);
(5:0.6920,(3:0.6410,(2:1.1464,4:0.6356):0.8224):0.7413,(8:0.6177,(7:2.0079,(1:0.8352,6:0.7064):0.7290):2.1272):1.2979);
((7:1.0073,(8:0.6174,(1:0.6329,6:0.7674):1.2391):3.1946):0.7680,(2:1.2058,3:0.6031):0.8226,(4:0.8755,5:0.6298):0.6366);
((3:1.2781,4:1.5825):1.2457,(2:0.8661,5:0.8457):0.8450,(1:0.6687,(6:1.3816,(7:1.0303,8:0.6785):1.0246):0.9233):0.6299);
((7:1.4566,(3:0.9700,(1:0.7243,8:0.6983):1.5000):0.5380):0.8848,(4:1.2345,5:1.2318):0.5402,(2:0.6741,6:0.9290):1.6185);
(3:0.7964,(5:0.7860,(4:1.3422,6:1.0372):0.7863):0.8772,((1:0.7911,7:1.8209):0.8330,(2:1.3926,8:0.9377):0.7661):0.8332);
((3:0.8456,4:1.2007):0.8227,(5:0.6022,7:0.9813):2.5871,(1:0.5701,(6:0.5901,(2:0.9677,8:0.7260):0.7552):1.7328):0.6184);
(4:0.5771,((1:2.6164,3:0.5209):0.4933,(5:0.4579,7:0.8262):0.4582):0.5288,(8:1.7595,(2:1.0186,6:2.4813):0.7879):0.4737);
((1:0.7859,(7:1.4831,(3:1.0391,6:1.0027):0.6430):1.2384):0.7172,(4:0.5753,5:0.8182):1.1404,(2:1.1583,8:1.3153):1.0831);
(7:2.1898,(4:0.7148,(2:0.8605,5:0.5647):1.6805):0.5049,(8:0.8117,(6:1.4030,(1:0.6438,3:1.3332):0.6977):0.7096):0.8858);
(2:0.6057,(7:0.6265,(6:0.7021,(1:3.0063,5:0.5955):1.3963):1.2273):0.9402,(8:1.0360,(3:0.6278,4:0.6629):0.6840):0.8894);
(6:0.8890,((1:0.8284,4:0.8051):0.9474,(2:0.8522,3:0.9090):1.3500):1.0785,(5:0.8694,(7:0.7266,8:1.0760):1.0607):1.6077);
((3:2.1397,4:0.6199):0.8308,(5:1.8426,7:1.1207):0.6566,(8:0.6204,(1:0.7392,(2:0.5884,6:0.5817):1.0719):0.6623):1.5259);
(3:1.2214,((1:1.0555,4:0.7367):1.0985,(7:1.3907,(2:0.4468,6:1.3894):0.7804):0.4782):0.8477,(5:1.4084,8:1.6330):0.5132);
((7:0.8665,(4:1.6207,(1:0.8038,3:0.7356):0.7694):1.0392):1.0632,(2:0.8627,6:0.6697):2.2836,(5:0.7032,8:0.7415):0.8409);
(6:0.7970,(7:0.6444,(2:0.7245,(1:0.8108,5:0.8587):1.2047):1.9592):1.1825,(8:0.7207,(3:0.6655,4:0.8365):1.4791):1.1165);
(3:0.9346,((2:0.9273,5:1.3335):1.0178,(1:1.0862,8:0.7018):1.0599):1.6823,(4:0.8356,(6:0.6935,7:0.8961):0.7593):1.0721);
(6:0.9013,(7:1.3386,(3:1.2837,5:0.7646):1.5287):0.9673,(1:0.7965,(2:0.7469,(4:1.0303,8:1.2162):0.9222):0.8323):0.6712);
(((2:0.8373,7:1.2585):1.1408,(1:1.0932,8:0.7882):0.8825):0.7401,(5:1.4157,6:0.9251):1.0136,(3:0.8686,4:0.9902):1.0462);
(8:0.9196,(6:0.7232,(1:1.2720,(4:0.5463,7:0.8401):0.7822):0.7042):0.8574,(3:2.3826,(2:1.4850,5:0.9685):0.7930):0.7258);
(4:0.5889,((7:1.0077,(1:0.6902,3:0.9269):0.8203):1.3696,(2:0.6793,6:1.2327):2.5047):0.6888,(5:0.7424,8:1.2103):0.5382);
(5:1.9669,(3:1.3601,(2:0.4766,(1:0.7885,8:0.7142):0.9619):0.5418):2.0338,(7:0.6675,(4:0.8843,6:0.6585):1.4560):0.4899);
(5:1.3959,((4:0.8199,6:1.2262):0.9047,(1:0.8653,(2:1.0285,8:0.6886):0.7974):1.2443):0.8343,(3:1.1034,7:0.8912):1.2006);
(3:1.1024,(5:0.7156,(4:1.6874,7:0.7419):0.9741):0.8163,((1:0.7208,2:1.0867):0.6589,(6:1.0444,8:0.5674):0.9772):1.9070);
(6:0.6153,((1:0.6617,3:1.3814):1.1579,(4:1.2141,7:0.8683):0.9045):0.5903,(2:1.3709,(5:1.5328,8:1.0100):0.9624):0.7304);
(5:0.8093,((3:0.7106,6:1.4976):0.9650,(8:0.5988,(1:0.6183,7:1.9573):1.0326):0.7270):0.8945,(2:1.4677,4:1.1111):0.6103);
(2:0.5967,(5:1.3435,(7:0.9472,(1:0.7664,4:0.4994):0.7295):1.3285):0.4851,(8:1.1609,(3:2.0678,6:1.2665):1.2397):0.5689);
(7:0.9041,(5:1.3234,(3:0.8965,4:0.7964):1.0924):1.6543,(8:0.8981,(1:0.8759,(2:0.7271,6:0.7853):1.0602):0.9439):1.0424);
(8:0.8201,(1:0.9262,(5:0.8439,(2:1.2055,7:0.7809):0.5762):1.8845):0.5367,(6:1.3148,(3:1.0770,4:0.4604):2.0797):0.4942);
(6:0.9562,(2:0.9574,(3:2.0137,(1:0.7844,4:0.7737):0.7351):1.3173):0.8973,(8:0.5638,(5:0.5719,7:1.4734):0.9888):0.9670);
(5:2.1538,(6:0.6162,(1:0.5526,(2:1.1363,8:1.8712):0.8327):0.8689):1.8989,(7:0.6061,(3:0.5571,4:0.6128):0.6243):0.6691);
(2:1.5037,(7:0.8215,(6:0.6852,(1:1.6359,4:1.0987):1.6936):1.0400):0.6086,(3:0.8748,(5:0.8235,8:0.8248):0.5820):0.8076);
(8:1.8262,((1:1.2419,3:0.6142):0.7095,(5:0.7856,(6:1.0941,7:2.0914):0.8210):0.6264):0.5997,(2:1.2372,4:0.6502):0.7026);
(8:0.8352,(3:0.6323,(7:1.2829,(1:2.7473,4:1.5586):0.6461):0.5354):1.2688,(2:0.6911,(5:0.6433,6:1.1036):0.5259):0.5295);
(4:1.1114,((2:0.7091,3:1.0642):0.9652,(1:1.9117,8:0.8503):0.6420):0.9576,(6:1.5212,(5:0.7678,7:0.7331):1.0932):0.6732);
(8:1.1814,((1:0.9271,7:0.7088):0.9952,(3:1.1265,6:0.8038):1.0917):1.1973,(4:0.7629,(2:1.7661,5:0.9013):0.6686):0.8694);
